[5898388, 4084262, 3334357, 243, 299, 0.8127090301003345, 30]
[2955098, 2060990, 1736859, 150, 299, 0.5016722408026756, 23]
[16050503, 16030766, 16976998, 265, 299, 0.8862876254180602, 27]
[14393765, 16131138, 15281952, 279, 300, 0.93, 35]
[6891275, 8267781, 8913083, 257, 299, 0.8595317725752508, 35]
[4751959, 5067330, 5756918, 300, 243, 1.2345679012345678, 28]
[13527657, 12619018, 12376018, 299, 264, 1.1325757575757576, 21]
[1248970, 2178943, 2306987, 115, 299, 0.38461538461538464, 12]
[12229746, 7776487, 5115664, 300, 298, 1.0067114093959733, 35]
[4158201, 3558682, 3058138, 200, 300, 0.6666666666666666, 24]
[9108287, 8965971, 8951926, 300, 124, 2.4193548387096775, 8]
[2550674, 2142585, 2664227, 300, 128, 2.34375, 13]
[2838872, 2606532, 3753935, 214, 299, 0.7157190635451505, 18]
[4355953, 4698127, 5437385, 300, 284, 1.056338028169014, 16]
[15814910, 722714, 2806378, 281, 300, 0.9366666666666666, 9]
[17205936, 18106812, 16676615, 298, 299, 0.9966555183946488, 21]
[14730515, 14588457, 14203731, 299, 299, 1.0, 28]
[10798114, 9042927, 5797508, 224, 299, 0.7491638795986622, 23]
[6766196, 9011499, 10938283, 243, 299, 0.8127090301003345, 25]
[4934633, 5305519, 5489282, 171, 299, 0.5719063545150501, 22]
[2460060, 1369029, 1417561, 208, 300, 0.6933333333333334, 23]
[4230854, 3661709, 2704026, 213, 299, 0.7123745819397993, 29]
[19134057, 16098993, 15450356, 299, 299, 1.0, 13]
[4481570, 3857252, 3121141, 300, 256, 1.171875, 32]
[9860240, 9516104, 9176682, 300, 145, 2.0689655172413794, 16]
[7819404, 8130936, 8471922, 300, 159, 1.8867924528301887, 12]
[2875759, 5838320, 7512675, 195, 299, 0.6521739130434783, 11]
[17589092, 17678493, 18119862, 299, 299, 1.0, 7]
[12199771, 4686565, 4814749, 300, 204, 1.4705882352941178, 24]
[12743090, 10960480, 8834027, 267, 299, 0.8929765886287625, 25]
[4264594, 5419836, 7185867, 299, 299, 1.0, 40]
[14697633, 11739902, 6136015, 300, 247, 1.214574898785425, 19]
[5228553, 4270321, 4005003, 299, 299, 1.0, 31]
[16419300, 14769288, 14042210, 282, 299, 0.9431438127090301, 28]
[2798348, 9273861, 11457184, 300, 300, 1.0, 19]
[3653947, 4770315, 6318937, 248, 299, 0.8294314381270903, 25]
[4037829, 3193218, 6298901, 300, 300, 1.0, 18]
[14876734, 12218199, 11278169, 299, 298, 1.0033557046979866, 34]
[15814130, 9379187, 8882112, 274, 300, 0.9133333333333333, 21]
[13938800, 12984609, 12278749, 299, 239, 1.2510460251046025, 16]
[5497043, 5257533, 6111382, 169, 299, 0.5652173913043478, 22]
[3154305, 2519684, 2971143, 300, 121, 2.479338842975207, 16]
[8829356, 9404876, 10042945, 236, 299, 0.7892976588628763, 24]
[19394515, 18911936, 15175998, 299, 278, 1.0755395683453237, 27]
[12869348, 7863047, 8043661, 299, 173, 1.7283236994219653, 9]
[12787890, 12044953, 13431970, 230, 299, 0.7692307692307693, 28]
[6480821, 5779750, 5804123, 296, 299, 0.9899665551839465, 34]
[19391622, 9874245, 8800114, 300, 300, 1.0, 31]
[11383317, 5415668, 4626043, 300, 300, 1.0, 38]
[2826680, 2186878, 2290596, 299, 163, 1.834355828220859, 13]
[11136993, 4560697, 1675702, 230, 300, 0.7666666666666667, 23]
[2958857, 2547081, 2232340, 191, 300, 0.6366666666666667, 25]
[13841996, 13065302, 11312751, 213, 299, 0.7123745819397993, 23]
[10862918, 11885014, 12300264, 243, 299, 0.8127090301003345, 26]
[3788199, 4716029, 5881017, 234, 300, 0.78, 30]
[4478171, 3618527, 3294422, 300, 195, 1.5384615384615385, 22]
[1824777, 1749823, 1485846, 214, 299, 0.7157190635451505, 17]
[8747684, 8284592, 8115600, 300, 216, 1.3888888888888888, 15]
[8062526, 9582907, 9378135, 299, 299, 1.0, 45]
[8717986, 7249999, 7546425, 300, 128, 2.34375, 12]
[7850440, 6945922, 6344840, 264, 300, 0.88, 24]
[14240243, 13771711, 13109287, 299, 299, 1.0, 31]
[10356218, 9955384, 9936187, 300, 195, 1.5384615384615385, 22]
[7185350, 2146805, 4106911, 210, 300, 0.7, 26]
[5015242, 4515952, 4209684, 299, 261, 1.1455938697318007, 28]
[10028426, 8243378, 7200383, 209, 299, 0.6989966555183946, 24]
[6082497, 6052633, 5816064, 300, 290, 1.0344827586206897, 34]
[8801889, 8141817, 7024838, 155, 299, 0.5183946488294314, 15]
[11486230, 14779091, 13502542, 299, 299, 1.0, 19]
[4274326, 4028665, 5075473, 299, 266, 1.1240601503759398, 30]
[9192992, 9087081, 9002511, 300, 128, 2.34375, 10]
[14337211, 15424751, 16907133, 265, 299, 0.8862876254180602, 20]
[3433327, 2884638, 2686494, 75, 300, 0.25, 14]
[3491098, 3356474, 2741491, 300, 159, 1.8867924528301887, 7]
[16189827, 10258843, 12013097, 299, 299, 1.0, 33]
[17171757, 16925547, 18162982, 265, 299, 0.8862876254180602, 18]
[6105141, 5546698, 5123605, 300, 214, 1.4018691588785046, 24]
[7494142, 8334797, 8568514, 300, 159, 1.8867924528301887, 14]
[10681876, 9913257, 9867600, 300, 159, 1.8867924528301887, 12]
[16720770, 15647648, 15611000, 299, 264, 1.1325757575757576, 26]
[9505706, 10078681, 8550547, 299, 240, 1.2458333333333333, 28]
[11347844, 9694695, 3605633, 189, 299, 0.6321070234113713, 22]
[11230182, 10552740, 10262298, 170, 299, 0.568561872909699, 22]
[2305844, 2669652, 3335966, 182, 300, 0.6066666666666667, 15]
[10798114, 9042927, 5797508, 224, 299, 0.7491638795986622, 23]
[7185350, 2146805, 4106911, 210, 300, 0.7, 26]
[5106964, 4356172, 5335547, 299, 223, 1.3408071748878925, 28]
[13127972, 5923030, 3267853, 299, 299, 1.0, 30]
[4910496, 4608549, 4665936, 262, 299, 0.8762541806020067, 34]
[15756116, 15096860, 16316448, 300, 285, 1.0526315789473684, 23]
[2133992, 2034595, 1788484, 300, 119, 2.5210084033613445, 16]
[5675051, 7741130, 5408986, 299, 273, 1.0952380952380953, 33]
[16989458, 15946421, 15005616, 299, 276, 1.0833333333333333, 36]
[11249603, 6755839, 5548016, 299, 182, 1.6428571428571428, 22]
[2767946, 2762578, 2759367, 300, 39, 7.6923076923076925, 5]
[12315461, 11038949, 10406149, 300, 213, 1.408450704225352, 27]
[2768007, 2763066, 2759599, 300, 39, 7.6923076923076925, 5]
[14829253, 14380088, 14343901, 299, 223, 1.3408071748878925, 24]
[2769025, 2763650, 2760439, 300, 39, 7.6923076923076925, 5]
[2769717, 2764794, 2761327, 300, 39, 7.6923076923076925, 5]
[2768114, 2763183, 2759716, 300, 39, 7.6923076923076925, 5]
[2770596, 2765686, 2762219, 300, 39, 7.6923076923076925, 5]
[14538102, 13998371, 13549342, 300, 225, 1.3333333333333333, 27]
[13352122, 12656616, 11631685, 300, 205, 1.4634146341463414, 22]
[9857339, 9812725, 9706873, 182, 300, 0.6066666666666667, 22]
[11325398, 10487688, 9806019, 299, 191, 1.5654450261780104, 26]
[6898631, 9045930, 10333991, 175, 299, 0.5852842809364549, 15]
[8995798, 8821254, 8892186, 300, 144, 2.0833333333333335, 10]
[5945653, 7959201, 9506071, 299, 206, 1.4514563106796117, 13]
[14328298, 12704625, 8277556, 199, 300, 0.6633333333333333, 19]
[3283248, 3721189, 3643206, 300, 300, 1.0, 31]
[4171330, 8452281, 7290572, 300, 274, 1.094890510948905, 26]
[4365729, 4061714, 5620720, 300, 203, 1.477832512315271, 25]
[10038212, 9121183, 8852291, 299, 255, 1.1725490196078432, 35]
[14451265, 5094896, 5278699, 299, 299, 1.0, 21]
[8941278, 7849162, 7476814, 299, 199, 1.5025125628140703, 24]
[13194362, 12580483, 12570832, 299, 186, 1.60752688172043, 22]
[4631300, 4316258, 3792375, 151, 300, 0.5033333333333333, 16]
[14005914, 9425596, 8246582, 299, 196, 1.5255102040816326, 11]
[8862335, 9289964, 8985693, 170, 300, 0.5666666666666667, 20]
[4995274, 5324691, 2630096, 300, 300, 1.0, 33]
[7206625, 6770837, 6617014, 299, 199, 1.5025125628140703, 24]
[16694066, 15879071, 15001429, 300, 276, 1.0869565217391304, 26]
[13623928, 13235096, 12847554, 299, 284, 1.0528169014084507, 25]
[16403007, 17003026, 17992430, 299, 299, 1.0, 39]
[12082530, 10360915, 8350432, 299, 299, 1.0, 40]
[1020878, 826372, 756951, 300, 176, 1.7045454545454546, 11]
[5802064, 4949088, 4393326, 299, 299, 1.0, 26]
[15863683, 15627201, 15632711, 299, 259, 1.1544401544401544, 24]
[4583141, 4474502, 3847676, 300, 119, 2.5210084033613445, 15]
[15802782, 15858475, 14825102, 299, 290, 1.0310344827586206, 25]
[13474547, 13162381, 12689008, 300, 200, 1.5, 13]
[10490482, 9763823, 9228719, 300, 208, 1.4423076923076923, 20]
[9703750, 9427390, 9168866, 300, 300, 1.0, 25]
[9821707, 7999074, 7917613, 299, 299, 1.0, 19]
[10837379, 10540347, 10352083, 149, 299, 0.4983277591973244, 11]
[8862335, 9289964, 8985693, 170, 300, 0.5666666666666667, 20]
[1966699, 1593305, 1747290, 300, 231, 1.2987012987012987, 21]
[1107732, 1489562, 1227567, 300, 180, 1.6666666666666667, 11]
[6717148, 7411989, 8267191, 299, 299, 1.0, 44]
[598063, 539948, 527649, 224, 299, 0.7491638795986622, 13]
[12960857, 13099741, 12866109, 274, 299, 0.9163879598662207, 40]
[10416537, 9530252, 9071979, 300, 208, 1.4423076923076923, 20]
[2875759, 5838320, 7512675, 195, 299, 0.6521739130434783, 11]
[3480383, 4522273, 5524899, 182, 299, 0.6086956521739131, 19]
[2759804, 2753465, 2750685, 300, 39, 7.6923076923076925, 5]
[15271309, 11305685, 3398064, 255, 299, 0.8528428093645485, 16]
[2676887, 2635147, 3652067, 300, 222, 1.3513513513513513, 27]
[7606830, 6015618, 5873174, 256, 299, 0.8561872909698997, 36]
[3864738, 3158830, 3179919, 182, 299, 0.6086956521739131, 22]
[2696323, 1191088, 1721703, 300, 128, 2.34375, 8]
[8234757, 8751915, 9141931, 300, 159, 1.8867924528301887, 12]
[5438237, 5959849, 6618131, 300, 128, 2.34375, 13]
[6328039, 6103436, 5047785, 150, 299, 0.5016722408026756, 20]
[4741087, 4990302, 4895851, 182, 300, 0.6066666666666667, 26]
[10231325, 10035840, 9906814, 192, 299, 0.6421404682274248, 21]
[15516799, 12100872, 10029195, 299, 299, 1.0, 41]
[1679943, 2362040, 3071803, 300, 103, 2.912621359223301, 5]
[13809210, 14671575, 14961416, 299, 299, 1.0, 29]
[12573492, 11628727, 11227897, 300, 214, 1.4018691588785046, 19]
[17909174, 17915533, 17583323, 257, 300, 0.8566666666666667, 26]
[4554702, 3660896, 3682404, 300, 128, 2.34375, 18]
[7555226, 7702131, 7259400, 299, 232, 1.2887931034482758, 32]
[9270553, 15043345, 14102178, 300, 300, 1.0, 8]
[4233601, 3439946, 3238385, 132, 299, 0.4414715719063545, 16]
[10093950, 10457058, 10891046, 182, 300, 0.6066666666666667, 22]
[15270809, 2060177, 1780502, 282, 300, 0.94, 18]
[5640748, 3093040, 3400797, 270, 299, 0.903010033444816, 21]
[22422222, 22388658, 22379169, 299, 299, 1.0, 14]
[10670174, 10650623, 10311184, 300, 218, 1.3761467889908257, 21]
[6154061, 4790735, 4505646, 300, 150, 2.0, 13]
[10471971, 9366099, 9574796, 271, 300, 0.9033333333333333, 42]
[3615641, 7641569, 8520545, 300, 273, 1.098901098901099, 28]
[684288, 544583, 427119, 115, 299, 0.38461538461538464, 9]
[12196682, 10445649, 10251852, 299, 299, 1.0, 39]
[7693536, 8331248, 9049447, 160, 300, 0.5333333333333333, 20]
[4437403, 5402446, 4854114, 224, 299, 0.7491638795986622, 31]
[2776451, 2770880, 2768480, 300, 39, 7.6923076923076925, 5]
[7043299, 7492444, 5183863, 187, 300, 0.6233333333333333, 26]
[5979003, 4764863, 5322686, 300, 274, 1.094890510948905, 41]
[3760302, 5365183, 7688852, 274, 300, 0.9133333333333333, 35]
[9121579, 8534778, 8664453, 300, 277, 1.0830324909747293, 31]
[4933976, 4529010, 4715580, 300, 200, 1.5, 24]
[1301062, 1140913, 1163917, 29, 300, 0.09666666666666666, 7]
[8509709, 7278856, 7490063, 215, 299, 0.7190635451505016, 28]
[15277172, 16305151, 16110526, 274, 299, 0.9163879598662207, 27]
[3520298, 2808530, 2450246, 178, 299, 0.5953177257525084, 25]
[11635044, 9927130, 9446802, 299, 205, 1.4585365853658536, 24]
[5809774, 6023139, 6482962, 300, 108, 2.7777777777777777, 14]
[9241477, 6319888, 6291865, 237, 300, 0.79, 25]
[13830841, 12909578, 11024190, 299, 299, 1.0, 36]
[830452, 2498317, 2433597, 145, 300, 0.48333333333333334, 10]
[5652447, 6053233, 6253366, 213, 299, 0.7123745819397993, 14]
[8989503, 7950139, 7959461, 142, 300, 0.47333333333333333, 11]
[18524989, 19067716, 20205801, 299, 299, 1.0, 20]
[12392626, 10722879, 8700302, 267, 299, 0.8929765886287625, 24]
[3905348, 3811586, 3645067, 300, 297, 1.0101010101010102, 18]
[12103803, 11621038, 11379415, 300, 180, 1.6666666666666667, 11]
[10587178, 10768754, 9341171, 299, 245, 1.220408163265306, 26]
[14700268, 13957907, 13999977, 299, 299, 1.0, 39]
[4437403, 5402446, 4854114, 224, 299, 0.7491638795986622, 31]
[7428032, 7428032, 7428032, 292, 299, 0.9765886287625418, 44]
[14880540, 14884524, 15263302, 276, 236, 1.1694915254237288, 12]
[9303849, 8973300, 8595764, 236, 300, 0.7866666666666666, 29]
[8580373, 7301528, 6329846, 197, 299, 0.6588628762541806, 24]
[10875204, 10898864, 10865710, 300, 256, 1.171875, 31]
[8300895, 8148363, 8521894, 300, 240, 1.25, 28]
[8775227, 1930153, 1691326, 255, 299, 0.8528428093645485, 15]
[21070178, 20617863, 19544895, 300, 299, 1.0033444816053512, 18]
[19367360, 18495060, 17994202, 281, 299, 0.939799331103679, 28]
[15489981, 14720591, 13531758, 265, 299, 0.8862876254180602, 31]
[12077140, 13130663, 11772526, 299, 246, 1.2154471544715446, 29]
[6455732, 5865472, 4732180, 300, 300, 1.0, 27]
[6545770, 2548230, 3452236, 299, 146, 2.047945205479452, 18]
[4342424, 3229155, 3271167, 234, 300, 0.78, 26]
[13116760, 13110380, 13421439, 192, 300, 0.64, 17]
[12344596, 12368855, 12557544, 300, 213, 1.408450704225352, 27]
[11089764, 11266121, 11284306, 300, 156, 1.9230769230769231, 7]
[16279288, 16791478, 16562850, 281, 299, 0.939799331103679, 31]
[8408679, 7203573, 7582020, 300, 220, 1.3636363636363635, 24]
[20047430, 19345776, 12532218, 299, 281, 1.0640569395017794, 23]
[13255357, 15689581, 14442790, 292, 299, 0.9765886287625418, 35]
[803858, 700043, 653011, 300, 269, 1.1152416356877324, 7]
[9834241, 9655179, 9731177, 149, 300, 0.49666666666666665, 14]
[2793030, 2793176, 3296138, 142, 300, 0.47333333333333333, 12]
[10371823, 7810389, 8260173, 299, 299, 1.0, 19]
[8031548, 8164899, 7942702, 299, 199, 1.5025125628140703, 27]
[5302866, 9536565, 10714906, 163, 300, 0.5433333333333333, 16]
[3261251, 4564985, 4872465, 205, 300, 0.6833333333333333, 14]
[8720248, 7819390, 7236577, 300, 159, 1.8867924528301887, 18]
[18606172, 16584357, 15796820, 299, 299, 1.0, 37]
[10302175, 9926027, 9176978, 208, 300, 0.6933333333333334, 21]
[15296533, 16077922, 18518730, 300, 288, 1.0416666666666667, 17]
[7185350, 2146805, 4106911, 210, 300, 0.7, 26]
[1318254, 967223, 1023027, 178, 300, 0.5933333333333334, 16]
[9688987, 8968058, 8310280, 299, 180, 1.6611111111111112, 27]
[15127878, 13205040, 14269205, 300, 265, 1.1320754716981132, 25]
[11077192, 3195104, 3885077, 300, 180, 1.6666666666666667, 10]
[8736645, 7476492, 7099096, 178, 299, 0.5953177257525084, 22]
[9834241, 9655179, 9731177, 149, 300, 0.49666666666666665, 14]
[3026665, 3322727, 6034785, 299, 299, 1.0, 25]
[7634815, 9238182, 9642574, 299, 220, 1.3590909090909091, 32]
[12734548, 11155706, 11422643, 300, 203, 1.477832512315271, 21]
[7383693, 5981216, 6965407, 300, 299, 1.0033444816053512, 36]
[13249070, 12859755, 13429558, 300, 300, 1.0, 22]
[2691975, 3541158, 2936401, 184, 300, 0.6133333333333333, 19]
[8512157, 7923942, 7279439, 300, 200, 1.5, 17]
[17499962, 16137686, 16150986, 299, 245, 1.220408163265306, 30]
[3080852, 4981294, 5662613, 214, 299, 0.7157190635451505, 16]
[9572746, 4433450, 4256526, 299, 299, 1.0, 26]
[3169740, 3992744, 4823389, 299, 88, 3.397727272727273, 13]
[16483532, 16508633, 16502076, 299, 257, 1.1634241245136188, 20]
[3283248, 3721189, 3643206, 300, 300, 1.0, 31]
[7467872, 7295388, 6768555, 300, 168, 1.7857142857142858, 17]
[14044281, 13205611, 12465101, 211, 299, 0.705685618729097, 24]
[12073932, 4609971, 6755547, 281, 299, 0.939799331103679, 30]
[13009315, 2429549, 4830452, 299, 299, 1.0, 15]
[11804430, 10280005, 9114741, 299, 299, 1.0, 38]
[6368752, 9206785, 9760331, 300, 296, 1.0135135135135136, 27]
[12857836, 12096667, 11512231, 300, 220, 1.3636363636363635, 21]
[1441429, 1774595, 1688079, 299, 210, 1.4238095238095239, 20]
[14563604, 9602652, 8730635, 274, 300, 0.9133333333333333, 20]
[9700448, 8740399, 8852074, 300, 192, 1.5625, 26]
[14941281, 14583208, 14358548, 265, 300, 0.8833333333333333, 23]
[2052578, 3168283, 3082247, 190, 300, 0.6333333333333333, 20]
[15076903, 15131728, 15133387, 206, 300, 0.6866666666666666, 16]
[13462625, 12940615, 12723072, 299, 299, 1.0, 36]
[10627427, 10172297, 9772164, 299, 182, 1.6428571428571428, 19]
[2328765, 2837356, 3768683, 274, 299, 0.9163879598662207, 11]
[2555574, 2944492, 2494961, 300, 128, 2.34375, 19]
[4131260, 3441132, 2885497, 235, 299, 0.7859531772575251, 26]
[7852393, 7585107, 7958377, 300, 200, 1.5, 25]
[16856958, 15402092, 15144275, 299, 247, 1.2105263157894737, 22]
[2925085, 2920955, 3301905, 92, 299, 0.3076923076923077, 15]
[16573423, 16293126, 15876178, 257, 299, 0.8595317725752508, 29]
[5103248, 7952502, 6913718, 299, 188, 1.5904255319148937, 25]
[17100276, 16832121, 16387791, 243, 299, 0.8127090301003345, 22]
[17032515, 13835686, 7799346, 263, 299, 0.8795986622073578, 14]
[7118842, 7690477, 7217626, 300, 140, 2.142857142857143, 14]
[7769850, 7632974, 6830021, 299, 188, 1.5904255319148937, 21]
[12315289, 8778674, 8076776, 300, 240, 1.25, 26]
[4613181, 6061906, 5081053, 300, 156, 1.9230769230769231, 15]
[13593866, 13399983, 13117862, 300, 243, 1.2345679012345678, 31]
[14696502, 14073740, 13128704, 299, 299, 1.0, 36]
[6454979, 6076047, 5836953, 154, 299, 0.5150501672240803, 22]
[7006729, 7006729, 7006729, 300, 198, 1.5151515151515151, 29]
[10038212, 9121183, 8852291, 299, 255, 1.1725490196078432, 35]
[6950726, 6577031, 8504680, 299, 299, 1.0, 33]
[14829253, 14380088, 14343901, 299, 223, 1.3408071748878925, 24]
[3649221, 7795714, 7387587, 243, 299, 0.8127090301003345, 17]
[299304, 284012, 268303, 41, 300, 0.13666666666666666, 7]
[13167829, 13076103, 12835661, 300, 185, 1.6216216216216217, 11]
[8620953, 11292548, 14123306, 271, 299, 0.9063545150501672, 18]
[3520298, 2808530, 2450246, 178, 299, 0.5953177257525084, 25]
[4060924, 2890142, 2933184, 193, 299, 0.6454849498327759, 25]
[16997511, 16751704, 16432209, 256, 299, 0.8561872909698997, 25]
[14870833, 14032649, 13590877, 234, 300, 0.78, 27]
[15863526, 15983810, 15278505, 299, 299, 1.0, 30]
[12418086, 10399514, 9664993, 300, 237, 1.2658227848101267, 21]
[13404148, 13597522, 13002655, 246, 299, 0.822742474916388, 31]
[12457030, 14941024, 11600965, 299, 257, 1.1634241245136188, 31]
[10879262, 10019354, 7056886, 300, 275, 1.0909090909090908, 31]
[14941281, 14583208, 14358548, 265, 300, 0.8833333333333333, 23]
[10695005, 10217421, 9813360, 299, 163, 1.834355828220859, 16]
[5876587, 6921700, 8334817, 175, 299, 0.5852842809364549, 21]
[10911918, 11511683, 12287537, 300, 199, 1.5075376884422111, 16]
[6831640, 2820343, 3235870, 284, 299, 0.9498327759197325, 24]
[11624492, 8001357, 8455368, 300, 282, 1.0638297872340425, 28]
[8349521, 8209345, 8478399, 149, 299, 0.4983277591973244, 21]
[6478348, 5957118, 6110558, 299, 200, 1.495, 22]
[10724532, 11059711, 11817078, 299, 299, 1.0, 10]
[10165624, 2749271, 2292361, 224, 299, 0.7491638795986622, 11]
[5027357, 4480638, 3715059, 233, 300, 0.7766666666666666, 27]
[9269268, 7284051, 7914387, 298, 299, 0.9966555183946488, 43]
[14986103, 14733519, 14386588, 300, 284, 1.056338028169014, 32]
[7065856, 7830364, 7422973, 300, 300, 1.0, 30]
[11942604, 13451356, 15353662, 296, 299, 0.9899665551839465, 12]
[9171072, 10876718, 12767916, 300, 269, 1.1152416356877324, 13]
[11420740, 11074848, 10859971, 300, 213, 1.408450704225352, 23]
[15717582, 15491273, 15530327, 299, 291, 1.0274914089347078, 30]
[6162900, 5775089, 5417584, 247, 299, 0.8260869565217391, 28]
[16099538, 8680631, 8623153, 234, 299, 0.782608695652174, 17]
[604544, 553155, 680691, 14, 299, 0.046822742474916385, 5]
[9024567, 9336159, 9244875, 146, 299, 0.4882943143812709, 18]
[11649988, 9287405, 8668402, 300, 280, 1.0714285714285714, 31]
[14945410, 14387454, 14075570, 299, 299, 1.0, 34]
[12548756, 7529174, 2596741, 299, 299, 1.0, 23]
[18867154, 8602013, 8307993, 260, 300, 0.8666666666666667, 20]
[11448580, 11180359, 11090999, 300, 214, 1.4018691588785046, 18]
[10879262, 10019354, 7056886, 300, 275, 1.0909090909090908, 31]
[2431496, 2244632, 2630432, 299, 112, 2.669642857142857, 14]
[5889631, 6229342, 6651495, 299, 119, 2.5126050420168067, 12]
[5737172, 4926641, 5022317, 300, 128, 2.34375, 16]
[5880716, 7755271, 9328864, 299, 299, 1.0, 27]
[10634815, 10500465, 10125235, 299, 188, 1.5904255319148937, 21]
[8796795, 10946270, 12976265, 299, 299, 1.0, 36]
[7179634, 7847089, 8761429, 160, 300, 0.5333333333333333, 21]
[3452262, 3323083, 3201399, 70, 299, 0.23411371237458195, 7]
[13593866, 13399983, 13117862, 300, 243, 1.2345679012345678, 31]
[2635378, 2791612, 2904955, 299, 153, 1.9542483660130718, 19]
[11684414, 13431921, 14957312, 299, 223, 1.3408071748878925, 31]
[14413840, 13945126, 13412827, 210, 299, 0.7023411371237458, 20]
[6683596, 6560338, 6684097, 300, 166, 1.8072289156626506, 24]
[4370055, 8226997, 6192270, 300, 205, 1.4634146341463414, 24]
[1831531, 1474818, 1518804, 182, 299, 0.6086956521739131, 15]
[11973995, 11622840, 11356225, 300, 220, 1.3636363636363635, 17]
[12520751, 12275443, 10711416, 299, 299, 1.0, 29]
[3887764, 4677248, 5904869, 299, 182, 1.6428571428571428, 23]
[8765109, 8479294, 8135539, 207, 300, 0.69, 31]
[13654814, 13137981, 10580706, 299, 255, 1.1725490196078432, 31]
[13661001, 12839705, 13589483, 299, 299, 1.0, 33]
[18671120, 2150974, 2080470, 273, 300, 0.91, 17]
[6042800, 5750574, 5193411, 300, 119, 2.5210084033613445, 13]
[12136031, 14265468, 15330467, 299, 299, 1.0, 36]
[16199674, 15672727, 14588817, 299, 299, 1.0, 39]
[8054765, 7305007, 6347808, 193, 299, 0.6454849498327759, 24]
[11591843, 8201007, 7185779, 263, 300, 0.8766666666666667, 28]
[16639597, 16195791, 14935641, 234, 299, 0.782608695652174, 21]
[18767385, 15870212, 14577064, 299, 291, 1.0274914089347078, 20]
[9284567, 7423695, 2961455, 299, 203, 1.4729064039408868, 26]
[21244569, 18624706, 17643753, 299, 299, 1.0, 18]
[17010535, 15805606, 14872830, 300, 300, 1.0, 44]
[1553691, 1143114, 1327972, 300, 180, 1.6666666666666667, 15]
[21070178, 20617863, 19544895, 300, 299, 1.0033444816053512, 18]
[7877300, 16953263, 16757275, 300, 300, 1.0, 25]
[7112839, 7951463, 7504615, 300, 288, 1.0416666666666667, 34]
[10812895, 10654200, 10391805, 256, 299, 0.8561872909698997, 17]
[2131636, 1558755, 1275761, 299, 299, 1.0, 17]
[16050503, 16030766, 16976998, 265, 299, 0.8862876254180602, 27]
[7387712, 7431969, 6336659, 299, 263, 1.1368821292775666, 26]
